"iyear","imonth","iday","country","country_txt","region","region_txt","provstate","crit1","crit2","crit3","multiple","success","suicide","attacktype1","attacktype1_txt","targtype1","targtype1_txt","targsubtype1","targsubtype1_txt","gname","motive","individual","nperps","claimed","weaptype1","weaptype1_txt","nkill","nwound","INT_LOG","INT_IDEO"
2012,3,11,4,"Afghanistan",6,"South Asia","Kandahar",0,1,1,1,1,0,2,"Armed Assault",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Unknown",,1,1,1,6,"Explosives",4,3,-9,-9
2012,3,11,69,"France",8,"Western Europe","Midi-Pyrenees",1,1,1,0,1,0,2,"Armed Assault",4,"Military",34,"Military Personnel (soldiers, troops, officers, forces)","Muslim extremists","The specific motive is unknown; however, sources noted that the attack was part of a string of attacks during which Mera claimed to have acted in order to avenge Palestinian children.",1,1,1,5,"Firearms",1,0,-9,-9
2012,3,11,4,"Afghanistan",6,"South Asia","Kandahar",0,1,1,1,1,0,2,"Armed Assault",14,"Private Citizens & Property",67,"Unnamed Civilian/Unspecified","Unknown",,1,1,1,5,"Firearms",12,6,-9,-9
2012,3,12,21,"Belgium",8,"Western Europe","Brussels",1,1,1,0,1,0,7,"Facility/Infrastructure Attack",15,"Religious Figures/Institutions",85,"Religious Figure","Sunni Muslim extremists","The man who claimed responsibility for setting fire to the mosque said he did so because he wanted to scare the Shiite community, whom he saw as responsible for the violence in Syria.",1,1,1,8,"Incendiary",1,1,-9,-9
2012,3,15,69,"France",8,"Western Europe","Midi-Pyrenees",1,1,1,0,1,0,2,"Armed Assault",4,"Military",34,"Military Personnel (soldiers, troops, officers, forces)","Muslim extremists","Mohammed Merah, when claiming responsibility for the shooting and killing of three French soldiers in Montauban, stated that he acted in order to avenge Palestinian children.",1,1,1,5,"Firearms",3,0,-9,-9
2012,3,19,69,"France",8,"Western Europe","Midi-Pyrenees",1,1,1,0,1,0,2,"Armed Assault",8,"Educational Institution",48,"Teacher/Professor/Instructor","Muslim extremists","Mohammed Merah claimed responsibility for the incident and stated that it was meant to avenge the deaths of Palestinian children and retaliate against the French army's involvement in Afghanistan.",1,1,1,5,"Firearms",4,0,-9,-9
2012,3,21,69,"France",8,"Western Europe","Ile-de-France",1,1,1,0,1,0,3,"Bombing/Explosion",7,"Government (Diplomatic)",46,"Embassy/Consulate","Muslim extremists","The specific motive is unknown; however, sources suspected that the perpetrator attacked the Indonesian Embassy to threaten Indonesia into halting anAmerican and Australian security operation against the perpetrator's fellow group members.",1,1,0,6,"Explosives",0,0,-9,-9
2012,4,1,217,"United States",1,"North America","Wisconsin",1,1,1,0,1,0,7,"Facility/Infrastructure Attack",5,"Abortion Related",40,"Clinics","Anti-Abortion extremists","The specific motive is unknown; however, sources noted that the attacker, Francis Grady, self-identified as pro-life and had previously protested multiple times in front of the targeted Planned Parenthood clinic.",1,1,1,8,"Incendiary",0,0,-9,-9
2012,5,10,44,"China",4,"East Asia","Yunnan",1,1,1,0,1,1,3,"Bombing/Explosion",2,"Government (General)",18,"Government Personnel (excluding police, military)","Unknown","The specific motive is unknown; however, sources posited that the attack was carried out by two individuals who were angry over reduced compensation for land appropriated by the government for a dam construction project.",1,1,0,6,"Explosives",4,14,-9,-9
2012,5,20,217,"United States",1,"North America","Virginia",1,1,1,0,1,0,7,"Facility/Infrastructure Attack",15,"Religious Figures/Institutions",86,"Place of Worship","White supremacists/nationalists","An individual, identified as Jean-Claude Bridges, claimed responsibility for the incident and stated that he targeted New Holy Deliverance Outreach Ministry because the church's congregation was predominantly African American.",1,2,1,8,"Incendiary",0,0,-9,-9
2012,6,19,69,"France",8,"Western Europe","Midi-Pyrenees",1,1,1,0,1,0,5,"Hostage Taking (Barricade Incident)",1,"Business",3,"Bank/Commerce","Jihadi-inspired extremists","The specific motive is unknown; however, a source noted that the hostage taker demanded to speak to the specific French police unit that killed Mohamed Merah.  Merah was a French Algerian who was shot during a standoff with police after killing seven people in a series of attacks throughout southern France in March of the same year.",1,1,1,5,"Firearms",0,1,-9,-9
2012,7,4,217,"United States",1,"North America","Missouri",1,1,1,0,1,0,7,"Facility/Infrastructure Attack",15,"Religious Figures/Institutions",86,"Place of Worship","Anti-Muslim extremists","Jedediah Stout, an unaffiliated individual, claimed responsibility for the incident and stated that he targeted the mosque because he was opposed to Islam.",1,1,1,8,"Incendiary",0,0,-9,-9
2012,8,6,217,"United States",1,"North America","Missouri",1,1,1,0,1,0,7,"Facility/Infrastructure Attack",15,"Religious Figures/Institutions",86,"Place of Worship","Anti-Muslim extremists","An individual, identified as Jedediah Stout, claimed responsibility for the incident and stated that he targeted the mosque because he disliked Islam.",1,1,1,8,"Incendiary",0,0,-9,-9
2012,8,13,160,"Philippines",5,"Southeast Asia","Surigao del Norte",1,1,1,0,0,0,1,"Assassination",2,"Government (General)",15,"Politician or Political Party Movement/Meeting/Rally","Unknown",,1,1,0,5,"Firearms",0,3,-9,-9
2012,8,15,217,"United States",1,"North America","District of Columbia",1,1,1,0,1,0,2,"Armed Assault",12,"NGO",61,"Domestic NGO","Pro-LGBT Rights extremists","In a guilty plea entered in court as part of a plea agreement, Floyd Corkins stated that he targeted the Family Research Council because of the organization's opposition to gay marriage and gay rights.",1,1,1,5,"Firearms",0,1,-9,-9
2012,9,30,217,"United States",1,"North America","Ohio",1,1,1,0,1,0,7,"Facility/Infrastructure Attack",15,"Religious Figures/Institutions",86,"Place of Worship","Anti-Muslim extremists",,1,1,0,5,"Firearms",0,0,-9,-9
2012,11,30,217,"United States",1,"North America","Arizona",1,1,1,0,1,0,7,"Facility/Infrastructure Attack",2,"Government (General)",21,"Government Building/Facility/Office","Iraqi extremists","The specific motive is unknown; however, the man who was taken into custody for the attack had been denied a green card due to his anti-government activities in Iraq.",1,-99,0,8,"Incendiary",0,0,1,1
2013,2,7,217,"United States",1,"North America","California",0,1,1,0,1,0,2,"Armed Assault",3,"Police",25,"Police Security Forces/Officers","Anti-Police extremists","Prior to the incident, ex-Los Angeles Police Department (LAPD) officer Christopher Dorner claimed responsibility in an online manifesto, stating that he was engaging in a war on the LAPD for their alleged corruption and injustice towards racial minorities.",1,1,1,5,"Firearms",1,1,-9,-9
2013,4,15,217,"United States",1,"North America","Massachusetts",1,1,1,1,1,0,3,"Bombing/Explosion",14,"Private Citizens & Property",78,"Procession/Gathering (funeral, wedding, birthday, religious)","Muslim extremists","Dzhokhar Tsarnaev, an unaffiliated individual, claimed responsibility for the incident and stated that the attack was carried out in response to his belief that the United Sttaes (US) was allegedly killing innocent members of the Muslim community.",1,2,1,6,"Explosives",1,132,-9,-9
2013,4,15,217,"United States",1,"North America","Massachusetts",1,1,1,1,1,0,3,"Bombing/Explosion",14,"Private Citizens & Property",78,"Procession/Gathering (funeral, wedding, birthday, religious)","Muslim extremists","Dzhokhar Tsarnaev, an unaffiliated individual, claimed responsibility for the incident and stated that the attack was carried out in response to his belief that the United Sttaes (US) was allegedly killing innocent members of the Muslim community.",1,2,1,6,"Explosives",2,132,-9,-9
2013,4,18,217,"United States",1,"North America","Massachusetts",1,1,1,0,1,0,2,"Armed Assault",8,"Educational Institution",50,"Other Personnel","Muslim extremists","Dzhokhar Tsarnaev, an unaffiliated individual, claimed responsibility for the incident and stated that the attack was carried out in response to his belief that the United Sttaes (US) was allegedly killing innocent members of the Muslim community.",1,2,1,5,"Firearms",1,0,-9,-9
2013,4,19,217,"United States",1,"North America","Massachusetts",1,1,1,0,1,0,4,"Hijacking",20,"Unknown",,,"Muslim extremists","Dzhokhar Tsarnaev, an unaffiliated individual, claimed responsibility for the incident and stated that the attack was carried out in response to his belief that the United Sttaes (US) was allegedly killing innocent members of the Muslim community.",1,2,1,6,"Explosives",2,16,-9,-9
2013,4,28,98,"Italy",8,"Western Europe","Lazio",1,1,1,0,1,0,2,"Armed Assault",3,"Police",25,"Police Security Forces/Officers","Unknown","Luigi Preiti confessed to the shooting following his arrest, stating that he carried out the attack because he was angry with Italy's politicians.",1,1,1,5,"Firearms",0,3,-9,-9
2013,4,29,603,"United Kingdom",8,"Western Europe","England",1,1,1,0,1,0,2,"Armed Assault",14,"Private Citizens & Property",69,"Religion Identified","White supremacists/nationalists","An individual, identified as Pavlo Lapshyn, claimed responsibility for the incident and stated that the attack was carried out due to his white supremacist ideology.",1,1,1,9,"Melee",1,0,-9,-9
2013,5,20,217,"United States",1,"North America","District of Columbia",0,1,1,1,0,0,8,"Unarmed Assault",2,"Government (General)",17,"Head of State","Anti-Gun Control extremists","Sources stated that the letters contained anti-gun control rhetoric in their message and threatened future attacks if gun control legislation was pursued.",1,1,1,1,"Biological",0,0,-9,-9
2013,5,20,217,"United States",1,"North America","District of Columbia",0,1,1,1,0,0,8,"Unarmed Assault",14,"Private Citizens & Property",82,"Labor Union Related","Anti-Gun Control extremists","Sources stated that the letters contained anti-gun control rhetoric in their message and threatened future attacks if gun control legislation was pursued.",1,1,1,1,"Biological",0,0,-9,-9
2013,5,20,217,"United States",1,"North America","New York",0,1,1,1,0,0,8,"Unarmed Assault",2,"Government (General)",15,"Politician or Political Party Movement/Meeting/Rally","Anti-Gun Control extremists","Sources stated that the letters contained anti-gun control rhetoric in their message and threatened future attacks if gun control legislation was pursued.",1,1,1,1,"Biological",0,0,-9,-9
2013,5,22,603,"United Kingdom",8,"Western Europe","England",1,1,1,0,1,0,2,"Armed Assault",4,"Military",34,"Military Personnel (soldiers, troops, officers, forces)","Muslim extremists","In a video recorded by a bystander, the individual claimed responsibility and stated that he killed a British soldier because of the killing of Muslims in Afghanistan and other countries and demanded the British government return troops home.",1,2,1,9,"Melee",1,0,-9,-9
2013,5,25,69,"France",8,"Western Europe","Ile-de-France",1,1,0,0,1,0,2,"Armed Assault",4,"Military",34,"Military Personnel (soldiers, troops, officers, forces)","Muslim extremists",,1,1,0,9,"Melee",0,1,-9,-9
2013,5,25,603,"United Kingdom",8,"Western Europe","Wales",1,1,1,0,0,0,7,"Facility/Infrastructure Attack",15,"Religious Figures/Institutions",86,"Place of Worship","Anti-Muslim extremists","The specific motive is unknown; however, sources speculated that the incident may have been in response to the murder of British soldier Lee Rigby three days earlier.",1,1,1,8,"Incendiary",0,0,-9,-9
2013,6,18,603,"United Kingdom",8,"Western Europe","England",1,1,1,0,1,0,7,"Facility/Infrastructure Attack",15,"Religious Figures/Institutions",86,"Place of Worship","Anti-Muslim extremists","The specific motive is unknown; however, sources speculated the incident may be part of a larger trend of violence targeting mosques following the murder of Lee Rigby, a British soldier, on May 22nd, 2013.",1,2,0,8,"Incendiary",0,0,-9,-9
2013,6,21,603,"United Kingdom",8,"Western Europe","England",1,1,1,0,1,0,3,"Bombing/Explosion",15,"Religious Figures/Institutions",86,"Place of Worship","White supremacists/nationalists",,1,1,1,6,"Explosives",0,0,-9,-9
2013,6,28,603,"United Kingdom",8,"Western Europe","England",1,1,1,0,1,0,3,"Bombing/Explosion",15,"Religious Figures/Institutions",86,"Place of Worship","White supremacists/nationalists",,1,1,1,6,"Explosives",0,0,-9,-9
2013,7,12,603,"United Kingdom",8,"Western Europe","England",1,1,1,0,1,0,3,"Bombing/Explosion",15,"Religious Figures/Institutions",86,"Place of Worship","White supremacists/nationalists","The specific motive is unknown; however, sources note that the incident coincided with the funeral of Lee Rigby, a British soldier who was killed by suspected Islamist extremists in May 2013.",1,1,1,6,"Explosives",0,0,-9,-9
2013,7,25,217,"United States",1,"North America","New Hampshire",1,1,1,0,1,0,7,"Facility/Infrastructure Attack",15,"Religious Figures/Institutions",86,"Place of Worship","Anti-Muslim extremists",,1,3,1,8,"Incendiary",0,0,-9,-9
2013,8,31,33,"Burkina Faso",11,"Sub-Saharan Africa","Centre",1,1,1,0,0,0,1,"Assassination",2,"Government (General)",17,"Head of State","Unknown",,1,1,0,5,"Firearms",1,0,-9,-9
2013,10,3,217,"United States",1,"North America","Missouri",1,1,1,0,0,0,7,"Facility/Infrastructure Attack",5,"Abortion Related",40,"Clinics","Anti-Abortion extremists","Jedediah Stout, an unaffiliated individual, claimed responsibility for the incident and stated that he targeted the clinic because he was opposed to abortion.",1,1,1,8,"Incendiary",0,0,-9,-9
2013,10,4,217,"United States",1,"North America","Missouri",1,1,1,0,0,0,7,"Facility/Infrastructure Attack",5,"Abortion Related",40,"Clinics","Anti-Abortion extremists","Jedediah Stout, an unaffiliated individual, claimed responsibility for the incident and stated that he targeted the clinic because he was opposed to abortion.",1,1,1,8,"Incendiary",0,0,-9,-9
2013,11,1,217,"United States",1,"North America","California",1,1,1,0,1,0,2,"Armed Assault",6,"Airports & Aircraft",44,"Airport","Anti-Government extremists","Paul Ciancia claimed responsibility for the incident and stated that he wanted to instill fear on Transportation Security Administration (TSA) officers.",1,1,1,5,"Firearms",1,4,-9,-9
2013,11,15,69,"France",8,"Western Europe","Ile-de-France",1,1,1,0,0,0,2,"Armed Assault",10,"Journalists & Media",55,"Television Journalist/Staff/Facility","Unknown",,1,1,0,5,"Firearms",0,0,-9,-9
2014,1,27,101,"Japan",4,"East Asia","Hokkaido",0,1,1,0,1,0,3,"Bombing/Explosion",3,"Police",22,"Police Building (headquarters, station, school)","Anti-Police extremists","The assailant claimed responsibility for the incident, citing a deeply held grudge against the Kita police station for its mistreatment of people and its mishandling of cases.",1,1,1,6,"Explosives",0,0,-9,-9
2014,2,7,214,"Ukraine",9,"Eastern Europe","Kharkiv",1,1,1,0,0,0,4,"Hijacking",6,"Airports & Aircraft",42,"Aircraft (not at an airport)","Anti-Yanukovych extremists","An unaffiliated individual, identified as Artem Hozlov, claimed responsibility for the incident and stated that President Viktor Yanukovych's hands are drenched in blood.",1,1,1,7,"Fake Weapons",0,0,-9,-9
2014,2,20,101,"Japan",4,"East Asia","Hokkaido",0,1,1,0,1,0,3,"Bombing/Explosion",1,"Business",7,"Retail/Grocery/Bakery","Anti-Police extremists","The assailant claimed responsibility for the incident, citing a deeply held grudge against the Kita police station for its mistreatment of people and its mishandling of cases.",1,1,1,6,"Explosives",0,0,-9,-9
2014,3,9,603,"United Kingdom",8,"Western Europe","England",1,1,1,0,1,0,7,"Facility/Infrastructure Attack",15,"Religious Figures/Institutions",86,"Place of Worship","Anti-Muslim extremists",,1,1,0,8,"Incendiary",0,0,-9,-9
2014,3,18,101,"Japan",4,"East Asia","Hokkaido",0,1,1,0,1,0,3,"Bombing/Explosion",1,"Business",7,"Retail/Grocery/Bakery","Anti-Police extremists",,1,1,1,6,"Explosives",0,0,-9,-9
2014,3,27,101,"Japan",4,"East Asia","Hokkaido",0,1,1,0,1,0,3,"Bombing/Explosion",1,"Business",7,"Retail/Grocery/Bakery","Anti-Police extremists",,1,1,1,6,"Explosives",0,0,-9,-9
